index,index2,id,name,problemTimeLimit,problemMemoryLimit,maxScore,solvedUser,submissions,recommendations,isSolved,bookmark,recommend,successRate,score,userScore,AC,TLE,MLE,WA,RTE,cat
474,474,1000,A + B Problem,1,65536,0,1902,4069,0,False,False,False,0,0.32,0,2937,147,7,629,338,0
475,475,1001,Binary Tree Intersection And Union,1,65536,0,257,812,0,False,False,False,0,0.4980544747,0,326,26,3,201,256,3
476,476,1002,Extraordinary Girl I,1,65536,0,159,445,0,False,False,False,0,0.8050314465,0,189,7,3,200,46,310
477,477,1003,Extraordinary Girl II,1,65536,0,264,593,0,False,False,False,0,0.4848484848,0,339,11,0,182,47,4
478,478,1004,Pair of Primes,1,65536,0,563,1483,0,False,False,False,0,0.32,0,779,275,2,309,116,9
479,479,1005,Advanced Algorithm Class,1,65536,0,311,1260,0,False,False,False,0,0.4115755627,0,392,6,0,817,45,0
480,480,1006,Boring Commercials,1,65536,0,173,422,0,False,False,False,0,0.7398843931,0,198,8,0,186,30,0
481,481,1007,JPEG Compression,1,65536,0,341,751,0,False,False,False,0,0.3753665689,0,422,5,0,257,67,0
482,482,1008,What Color Is The Universe?,5,65536,0,260,1123,0,False,False,False,0,0.4923076923,0,413,127,131,344,103,1
483,483,1009,Greatest Common Divisor,1,65536,0,723,1306,0,False,False,False,0,0.32,0,845,87,6,288,80,9
484,484,1010,Dominoes Arrangement,1,65536,0,119,487,0,False,False,False,0,1.0756302521,0,133,51,6,274,23,5
485,485,1011,Finding the Largest Carbon Compound Given Its Long,1,65536,0,124,316,0,False,False,False,0,1.0322580645,0,138,10,0,160,8,310
486,486,1012,Operations with Finite Sets,1,65536,0,100,544,0,False,False,False,0,1.28,0,129,2,4,279,130,520
487,487,1013,Combinatorial Topology,5,65536,0,1,81,0,False,False,False,0,12.8,0,1,4,0,69,7,6
488,488,1014,Computation of Minimum Length of Pipeline,1,65536,0,121,284,0,False,False,False,0,1.0578512397,0,158,0,1,99,26,400
489,489,1015,Dominating Set,5,65536,0,57,300,0,False,False,False,0,2.2456140351,0,82,64,4,115,35,400
490,490,1016,Fibonacci Sets,1,65536,0,305,887,0,False,False,False,0,0.4196721311,0,398,26,9,401,53,9
491,491,1017,Riffle Shuffle,1,65536,0,191,282,0,False,False,False,0,0.6701570681,0,210,3,0,43,26,500
492,492,1018,Cheating on ICPC,1,65536,0,333,522,0,False,False,False,0,0.3843843844,0,404,14,1,59,44,12
493,493,1019,Vampirish Night,1,65536,0,665,1571,0,False,False,False,0,0.32,0,821,15,0,588,147,0
494,494,1020,Cleaning Robot,1,65536,0,349,1343,0,False,False,False,0,0.3667621777,0,407,187,25,577,147,310
495,495,1021,Emacs-like Editor,1,65536,0,155,1024,0,False,False,False,0,0.8258064516,0,196,17,2,543,266,4
496,496,1022,Indian Puzzle,1,65536,0,33,528,0,False,False,False,0,3.8787878788,0,54,222,8,165,79,5
497,497,1023,Amazing Graze,1,65536,0,119,1298,0,False,False,False,0,1.0756302521,0,204,547,72,289,186,6
498,498,1024,Cleaning Robot 2.0,1,65536,0,21,65,0,False,False,False,0,6.0952380952,0,22,7,0,34,2,5
499,499,1025,Building Water Ways,1,65536,0,10,211,0,False,False,False,0,12.8,0,13,120,13,52,13,5
500,500,1026,Hedro's Hexahedron,1,65536,0,37,220,0,False,False,False,0,3.4594594595,0,56,36,0,112,16,7
501,501,1027,A Piece of Cake,1,65536,0,524,913,0,False,False,False,0,0.32,0,630,5,0,191,87,0
502,502,1028,ICPC: Ideal Coin Payment and Change,1,65536,0,181,778,0,False,False,False,0,0.7071823204,0,242,257,8,248,23,320
503,503,1029,Traffic Analysis,1,65536,0,450,1032,0,False,False,False,0,0.32,0,512,21,5,388,106,100
504,504,1030,Cubes Without Holes,1,65536,0,243,1017,0,False,False,False,0,0.5267489712,0,303,132,132,313,137,520
505,505,1031,Simple GUI Application,1,65536,0,135,443,0,False,False,False,0,0.9481481481,0,164,9,0,218,52,3
506,506,1032,Course Planning for Lazy Students,1,65536,0,104,913,0,False,False,False,0,1.2307692308,0,152,529,33,156,43,200
507,507,1033,Kuru-Kuru Robot,1,65536,0,35,329,0,False,False,False,0,3.6571428571,0,54,5,13,224,33,6
508,508,1034,Line Puzzle,1,65536,0,97,270,0,False,False,False,0,1.3195876289,0,127,62,2,75,4,5
509,509,1035,Sleeping Cats,5,65536,0,313,714,0,False,False,False,0,0.4089456869,0,344,31,0,248,91,1
510,510,1036,Monster Factory,5,65536,0,219,433,0,False,False,False,0,0.5844748858,0,260,8,2,123,40,4
511,511,1037,Midnight Teatime,5,65536,0,136,293,0,False,False,False,0,0.9411764706,0,156,5,1,91,40,530
512,512,1038,Dr. Nakamura's Lab.,5,65536,0,64,497,0,False,False,False,0,2,0,102,93,32,230,38,5
513,513,1039,Frisbee Dogs,5,65536,0,46,251,0,False,False,False,0,2.7826086957,0,59,25,0,140,27,6
514,514,1040,Chocolate with Heart Marks,5,65536,0,64,253,0,False,False,False,0,2,0,108,56,1,76,12,5
515,515,1041,Kyudo: A Japanese Art of Archery,1,65536,0,834,1263,0,False,False,False,0,0.32,0,975,19,1,162,106,0
516,516,1042,"Yes, I have a number",1,65536,0,499,1151,0,False,False,False,0,0.32,0,589,52,0,448,62,2
517,517,1043,Selecting Teams Advanced to Regional,1,65536,0,305,752,0,False,False,False,0,0.4196721311,0,342,8,0,384,18,100
518,518,1044,CamelCase,1,65536,0,295,630,0,False,False,False,0,0.4338983051,0,332,2,1,247,48,2
519,519,1045,Split Up!,1,65536,0,374,1235,0,False,False,False,0,0.3422459893,0,575,150,11,446,53,200
520,520,1046,Ghost Buster!,1,65536,0,169,557,0,False,False,False,0,0.7573964497,0,220,46,27,150,114,5
521,521,1047,Crop Circle,1,65536,0,57,389,0,False,False,False,0,2.2456140351,0,73,40,0,243,33,6
522,522,1048,Provident Housewife,1,65536,0,54,306,0,False,False,False,0,2.3703703704,0,83,45,4,134,40,400
523,523,1049,Building Houses,1,65536,0,50,442,0,False,False,False,0,2.56,0,62,205,3,168,4,5
524,524,1050,The Last Dungeon,1,65536,0,24,76,0,False,False,False,0,5.3333333333,0,26,1,0,44,5,6
525,525,1051,Citation Format,1,65536,0,454,1401,0,False,False,False,0,0.32,0,599,16,0,695,91,1
526,526,1052,Old Bridges,1,65536,0,483,1402,0,False,False,False,0,0.32,0,668,128,15,553,38,320
527,527,1053,Accelerated Railgun,1,65536,0,146,872,0,False,False,False,0,0.8767123288,0,217,56,0,575,24,6
528,528,1054,Distorted Love,1,65536,0,174,836,0,False,False,False,0,0.7356321839,0,237,16,5,291,287,4
529,529,1055,Huge Family,1,65536,0,96,249,0,False,False,False,0,1.3333333333,0,119,3,6,100,21,10
530,530,1056,Ben Toh,1,65536,0,210,1004,0,False,False,False,0,0.6095238095,0,351,107,68,422,55,310
531,531,1057,Rolling Dice,1,65536,0,135,482,0,False,False,False,0,0.9481481481,0,187,49,32,167,47,5
532,532,1058,Winter Bells,1,65536,0,61,659,0,False,False,False,0,2.0983606557,0,90,56,38,393,84,400
533,533,1059,Mysterious Onslaught,8,65536,0,50,525,0,False,False,False,0,2.56,0,109,137,123,142,14,5
534,534,1060,No Story,1,65536,0,116,777,0,False,False,False,0,1.1034482759,0,172,317,3,177,108,9
535,535,1061,Seventh Color,8,65536,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,-1
536,536,1062,It's our delight!!,1,65536,0,315,1419,0,False,False,False,0,0.4063492063,0,422,17,1,950,26,4
537,537,1063,Watchin' TVA,3,65536,0,137,775,0,False,False,False,0,0.9343065693,0,209,61,0,435,70,320
538,538,1064,Yanagi's Comic,1,65536,0,72,367,0,False,False,False,0,1.7777777778,0,106,1,0,253,7,6
539,539,1065,The House of Huge Family,1,65536,0,73,682,0,False,False,False,0,1.7534246575,0,148,61,4,409,60,400
540,540,1066,Legend of Storia,3,65536,0,29,333,0,False,False,False,0,4.4137931035,0,62,18,0,242,11,6
541,541,1067,Cutting a Chocolate,4,65536,0,67,484,0,False,False,False,0,1.9104477612,0,133,63,10,227,51,6
542,542,1068,School of Killifish,6,65536,0,95,1370,0,False,False,False,0,1.3473684211,0,202,271,323,324,244,530
543,543,1069,Squid Multiplication,2,65536,0,103,1433,0,False,False,False,0,1.2427184466,0,216,242,1,623,351,-1
544,544,1070,FIMO sequence,2,65536,0,25,69,0,False,False,False,0,5.12,0,27,19,4,10,9,500
545,545,1071,BD Shelf,5,65536,0,3,54,0,False,False,False,0,12.8,0,4,5,20,13,12,-1
546,546,1072,Rearranging Seats,1,65536,0,393,744,0,False,False,False,0,0.3256997455,0,534,11,1,182,15,8
547,547,1073,The Tower,2,65536,0,10,224,0,False,False,False,0,12.8,0,13,2,0,183,26,4
548,548,1100,Area of Polygons,1,65536,0,504,1119,0,False,False,False,0,0.32,0,605,5,0,462,47,6
549,549,1101,A Simple Offline Text Editor,1,65536,0,131,982,0,False,False,False,0,0.9770992366,0,165,37,4,616,160,2
550,550,1102,Calculation of Expressions,1,65536,0,128,766,0,False,False,False,0,1,0,164,10,0,543,49,7
551,551,1103,Board Arrangements for Concentration Games,1,65536,0,149,194,0,False,False,False,0,0.8590604027,0,165,15,0,9,5,5
552,552,1104,Where's Your Robot?,1,65536,0,310,695,0,False,False,False,0,0.4129032258,0,343,19,0,308,25,4
553,553,1105,Unable Count,1,65536,0,231,736,0,False,False,False,0,0.5541125541,0,288,229,5,133,81,9
554,554,1106,Factorization of Quadratic Formula,1,65536,0,141,582,0,False,False,False,0,0.9078014184,0,170,30,0,352,30,7
555,555,1107,Spiral Footrace,1,65536,0,118,459,0,False,False,False,0,1.0847457627,0,151,2,0,293,13,6
556,556,1108,A Long Ride on a Railway,1,65536,0,93,194,0,False,False,False,0,1.376344086,0,103,1,3,83,4,400
557,557,1109,Fermat's Last Theorem,1,65536,0,260,457,0,False,False,False,0,0.4923076923,0,294,53,2,97,11,9
558,558,1110,Patience,1,65536,0,146,228,0,False,False,False,0,0.8767123288,0,180,5,4,39,0,5
559,559,1111,Cyber Guardian,1,65536,0,124,340,0,False,False,False,0,1.0322580645,0,171,8,11,139,11,2
560,560,1112,Strange Key,1,65536,0,26,89,0,False,False,False,0,4.9230769231,0,29,18,0,26,16,6
561,561,1113,File Compression,1,65536,0,0,3,0,False,False,False,0,0,0,0,0,0,0,0,-1
562,562,1114,Get a Rectangular Field,1,65536,0,218,332,0,False,False,False,0,0.5871559633,0,257,0,0,72,3,200
563,563,1115,Multi-column List,1,65536,0,98,275,0,False,False,False,0,1.306122449,0,114,2,2,130,27,2
564,564,1116,Jigsaw Puzzles for Computers,3,65536,0,100,155,0,False,False,False,0,1.28,0,127,25,0,2,1,5
565,565,1117,Missing Numbers,1,65536,0,93,252,0,False,False,False,0,1.376344086,0,98,11,2,116,25,7
566,566,1118,Nets of Dice,1,65536,0,44,88,0,False,False,False,0,2.9090909091,0,52,0,0,26,10,5
567,567,1119,Exploring Caves,1,65536,0,231,353,0,False,False,False,0,0.5541125541,0,255,1,0,94,3,0
568,568,1120,Pile Up!,1,65536,0,82,323,0,False,False,False,0,1.5609756098,0,99,22,5,155,42,4
569,569,1121,Kanglish:Analysis on Artificial Language,1,65536,0,101,169,0,False,False,False,0,1.2673267327,0,108,2,0,57,2,2
570,570,1122,What is the Number in my Mind ?,8,65536,0,54,254,0,False,False,False,0,2.3703703704,0,80,108,12,36,18,5
571,571,1123,Enclosing Circles,1,65536,0,0,1,0,False,False,False,0,0,0,0,0,0,0,0,-1
572,572,1124,When Can We Meet?,1,65536,0,666,1150,0,False,False,False,0,0.32,0,753,33,0,267,97,0
573,573,1125,Get Many Persimmon Trees,1,65536,0,613,1103,0,False,False,False,0,0.32,0,701,41,1,288,72,200
574,574,1126,The Secret Number,1,65536,0,405,1251,0,False,False,False,0,0.32,0,519,178,76,381,97,310
575,575,1127,Building a Space Station,1,65536,0,301,695,0,False,False,False,0,0.4252491694,0,393,6,0,260,36,400
576,576,1128,Square Carpets,1,65536,0,52,336,0,False,False,False,0,2.4615384615,0,72,148,17,87,12,5
577,577,1129,Hanafuda Shuffle,1,65536,0,1651,3411,0,False,False,False,0,0.32,0,2053,30,3,906,416,1
578,578,1130,Red and Black,1,65536,0,1596,3182,0,False,False,False,0,0.32,0,2145,72,6,664,295,400
579,579,1131,Unit Fraction Partition,1,65536,0,428,1414,0,False,False,False,0,0.32,0,602,648,11,128,25,7
580,580,1132,Circle and Points,8,65536,0,431,1592,0,False,False,False,0,0.32,0,653,160,7,730,41,6
581,581,1133,Water Tank,1,65536,0,90,201,0,False,False,False,0,1.4222222222,0,109,22,0,63,7,4
582,582,1134,Name the Crossing,8,65536,0,87,333,0,False,False,False,0,1.4712643678,0,110,11,2,174,36,400
583,583,1135,Ohgas' Fortune,1,65536,0,658,1012,0,False,False,False,0,0.32,0,746,48,2,151,62,0
584,584,1136,Polygonal Line Search,1,65536,0,573,1333,0,False,False,False,0,0.32,0,677,33,1,428,194,6
585,585,1137,Numeral System,1,65536,0,923,1377,0,False,False,False,0,0.32,0,1083,34,0,214,46,2
586,586,1138,Traveling by Stagecoach,5,65536,0,377,1164,0,False,False,False,0,0.3395225464,0,588,123,150,170,133,400
587,587,1139,Earth Observation with a Mobile Robot Team,5,65536,0,39,238,0,False,False,False,0,3.2820512821,0,60,8,2,154,13,6
588,588,1140,Cleaning Robot,8,65536,0,344,814,0,False,False,False,0,0.3720930233,0,435,44,27,247,61,400
589,589,1141,Dirichlet's Theorem on Arithmetic Progressions,1,65536,0,1064,2123,0,False,False,False,0,0.32,0,1334,330,16,333,110,9
590,590,1142,Organize Your Train part II,1,65536,0,1033,1605,0,False,False,False,0,0.32,0,1379,33,7,132,54,520
591,591,1143,Hexerpents of Hexwamp,15,65536,0,73,348,0,False,False,False,0,1.7534246575,0,156,52,27,43,70,5
592,592,1144,Curling 2.0,1,65536,0,602,1832,0,False,False,False,0,0.32,0,810,257,156,558,46,400
593,593,1145,The Genome Database of All Space Life,5,65536,0,221,812,0,False,False,False,0,0.5791855204,0,349,41,33,289,99,3
594,594,1146,Secrets in Shadows,8,65536,0,31,323,0,False,False,False,0,4.1290322581,0,65,87,3,164,4,7
595,595,1147,ICPC Score Totalizer Software,1,65536,0,2111,4139,0,False,False,False,0,0.32,0,2686,135,1,944,371,0
596,596,1148,Analyzing Login/Logout Records,3,65536,0,665,1850,0,False,False,False,0,0.32,0,873,37,81,528,331,1
597,597,1149,Cut the Cake,1,65536,0,473,1310,0,False,False,False,0,0.32,0,598,60,0,275,377,6
598,598,1150,Cliff Climbing,3,65536,0,366,872,0,False,False,False,0,0.349726776,0,499,109,53,148,63,400
599,599,1151,Twirl Around,8,65536,0,31,149,0,False,False,False,0,4.1290322581,0,59,8,0,75,7,6
600,600,1152,Dr. Podboq or: How We Became Asymmetric,5,65536,0,59,198,0,False,False,False,0,2.1694915254,0,86,14,0,88,10,4
601,601,1153,Equal Total Scores,1,65536,0,1265,2485,0,False,False,False,0,0.32,0,1553,30,0,731,171,100
602,602,1154,Monday-Saturday Prime Factors,3,65536,0,738,1499,0,False,False,False,0,0.32,0,974,126,1,344,52,9
603,603,1155,How can I satisfy thee? Let me count the ways...,1,65536,0,529,1071,0,False,False,False,0,0.32,0,739,23,0,240,69,3
604,604,1156,Twirling Robot,5,65536,0,444,863,0,False,False,False,0,0.32,0,648,58,9,111,36,400
605,605,1157,Roll-A-Big-Ball,5,65536,0,241,789,0,False,False,False,0,0.531120332,0,381,36,0,344,28,7
606,606,1158,ICPC: Intelligent Congruent Partition of Chocolate,8,65536,0,44,213,0,False,False,False,0,2.9090909091,0,88,47,8,57,13,5
607,607,1159,Next Mayor,1,65536,0,1315,2072,0,False,False,False,0,0.32,0,1655,115,0,191,109,4
608,608,1160,How Many Islands?,1,65536,0,1319,3042,0,False,False,False,0,0.32,0,1767,54,34,730,457,400
609,609,1161,Verbal Arithmetic,10,65536,0,246,1314,0,False,False,False,0,0.5203252033,0,362,734,26,116,76,5
610,610,1162,Discrete Speed,1,65536,0,310,1525,0,False,False,False,0,0.4129032258,0,464,333,111,543,74,400
611,611,1163,Cards,8,65536,0,454,1258,0,False,False,False,0,0.32,0,763,137,17,168,172,410
612,612,1164,Tighten Up!,8,65536,0,28,96,0,False,False,False,0,4.5714285714,0,38,11,0,33,14,6
613,613,1165,Pablo Squarson's Headache,8,65536,0,1077,1735,0,False,False,False,0,0.32,0,1277,6,1,377,74,0
614,614,1166,Amazing Mazes,8,65536,0,848,1994,0,False,False,False,0,0.32,0,1097,90,144,452,211,400
615,615,1167,Pollock's conjecture,8,65536,0,758,2604,0,False,False,False,0,0.32,0,1096,384,125,429,567,310
616,616,1168,Off Balance,8,65536,0,221,507,0,False,False,False,0,0.5791855204,0,289,14,2,146,56,-1
617,617,1169,The Most Powerful Spell,8,65536,0,193,1377,0,False,False,False,0,0.6632124352,0,346,151,130,637,112,400
618,618,1170,Old Memories,8,65536,0,23,191,0,False,False,False,0,5.5652173913,0,44,93,40,9,5,-1
619,619,1171,Laser Beam Reflections,8,65536,0,91,217,0,False,False,False,0,1.4065934066,0,118,2,0,94,3,-1
620,620,1172,Chebyshev's Theorem,8,65536,0,1188,2576,0,False,False,False,0,0.32,0,1603,347,11,430,181,9
621,621,1173,The Balance of the World,8,65536,0,1084,3636,0,False,False,False,0,0.32,0,1482,110,6,1626,408,500
622,622,1174,Identically Colored Panels Connection,8,65536,0,501,955,0,False,False,False,0,0.32,0,755,34,27,92,41,5
623,623,1175,And Then. How Many Are There?,8,65536,0,326,1805,0,False,False,False,0,0.3926380368,0,550,399,306,375,148,6
624,624,1176,Planning Rolling Blackouts,8,65536,0,275,505,0,False,False,False,0,0.4654545455,0,379,29,5,72,20,310
625,625,1177,Watchdog Corporation,8,65536,0,41,153,0,False,False,False,0,3.1219512195,0,57,2,0,86,8,-1
626,626,1178,A Broken Door,8,65536,0,94,199,0,False,False,False,0,1.3617021277,0,135,17,0,44,3,10
627,627,1200,Goldbach's Conjecture,8,65536,0,416,760,0,False,False,False,0,0.32,0,483,30,5,155,87,9
628,628,1201,Lattice Practices,8,65536,0,78,144,0,False,False,False,0,1.641025641,0,101,5,6,32,0,5
629,629,1202,Mobile Phone Coverage,8,65536,0,101,270,0,False,False,False,0,1.2673267327,0,114,12,5,114,25,6
630,630,1203,Napoleon's Grumble,8,65536,0,95,313,0,False,False,False,0,1.3473684211,0,117,18,3,160,15,2
631,631,1204,Pipeline Scheduling,8,65536,0,64,134,0,False,False,False,0,2,0,71,10,3,48,2,-1
632,632,1205,Triangle Partition,8,65536,0,0,1,0,False,False,False,0,0,0,0,0,0,1,0,-1
633,633,1206,BUT We Need a Diagram,8,65536,0,11,67,0,False,False,False,0,11.6363636364,0,18,6,1,31,11,2
634,634,1207,Digital Racing Circuil,8,65536,0,6,92,0,False,False,False,0,12.8,0,8,0,7,70,7,6
635,635,1208,Rational Irrationals,8,65536,0,110,316,0,False,False,False,0,1.1636363636,0,135,48,23,101,9,9
636,636,1209,Square Coins,8,65536,0,245,357,0,False,False,False,0,0.5224489796,0,307,1,1,38,10,310
637,637,1210,Die Game,8,65536,0,151,218,0,False,False,False,0,0.8476821192,0,163,1,0,48,6,4
638,638,1211,Trapezoids,8,65536,0,81,154,0,False,False,False,0,1.5802469136,0,91,0,0,46,17,6
639,639,1212,Mirror Illusion,8,65536,0,47,100,0,False,False,False,0,2.7234042553,0,51,0,0,48,1,6
640,640,1213,Heavenly Jewels,8,65536,0,55,99,0,False,False,False,0,2.3272727273,0,66,0,0,31,2,6
641,641,1214,Walking Ant,8,65536,0,102,181,0,False,False,False,0,1.2549019608,0,114,6,17,35,9,10
642,642,1215,Co-occurrence Search,8,65536,0,60,286,0,False,False,False,0,2.1333333333,0,74,16,0,165,31,2
643,643,1216,Lost in Space,8,65536,0,84,164,0,False,False,False,0,1.5238095238,0,108,2,0,52,2,6
644,644,1217,Family Tree,8,65536,0,102,320,0,False,False,False,0,1.2549019608,0,120,11,1,147,39,530
645,645,1218,Push!!,8,65536,0,92,171,0,False,False,False,0,1.3913043478,0,111,5,11,43,1,5
646,646,1219,Pump up Batteries,8,65536,0,52,86,0,False,False,False,0,2.4615384615,0,58,0,0,19,9,4
647,647,1220,The Devil of Gravity,8,65536,0,7,41,0,False,False,False,0,12.8,0,9,0,0,27,5,-1
648,648,1221,Numoeba,8,65536,0,14,20,0,False,False,False,0,9.1428571429,0,19,0,0,1,0,4
649,649,1222,Telescope,8,65536,0,55,143,0,False,False,False,0,2.3272727273,0,67,2,3,71,0,6
650,650,1223,Ether Geometry,8,65536,0,0,1,0,False,False,False,0,0,0,0,0,0,0,0,-1
651,651,1224,Starship Hakodate-maru,8,65536,0,131,184,0,False,False,False,0,0.9770992366,0,147,0,0,29,8,0
652,652,1225,e-market,8,65536,0,53,154,0,False,False,False,0,2.4150943396,0,60,1,1,80,12,-1
653,653,1226,Fishnet,8,65536,0,61,71,0,False,False,False,0,2.0983606557,0,66,0,1,4,0,6
654,654,1227,77377,8,65536,0,72,145,0,False,False,False,0,1.7777777778,0,85,9,2,40,4,200
655,655,1228,Beehives,8,65536,0,44,209,0,False,False,False,0,2.9090909091,0,56,4,0,134,15,-1
656,656,1229,"Young, Poor and Busy",8,65536,0,30,89,0,False,False,False,0,4.2666666667,0,39,11,7,20,12,-1
657,657,1230,Nim,8,65536,0,66,125,0,False,False,False,0,1.9393939394,0,74,1,1,41,7,310
658,658,1231,Super Star,8,65536,0,62,238,0,False,False,False,0,2.064516129,0,97,20,2,111,8,6
659,659,1232,Calling Extraterrestrial Intelligence Again,8,65536,0,320,917,0,False,False,False,0,0.4,0,425,196,6,253,36,9
660,660,1233,Equals are Equals,8,65536,0,58,199,0,False,False,False,0,2.2068965517,0,80,2,0,107,10,3
661,661,1234,GIGA Universe Cup,8,65536,0,27,63,0,False,False,False,0,4.7407407407,0,34,0,0,28,1,4
662,662,1235,Life Line,8,65536,0,123,144,0,False,False,False,0,1.0406504065,0,133,0,0,7,4,400
663,663,1236,Map of Ninja House,8,65536,0,96,284,0,False,False,False,0,1.3333333333,0,117,10,0,98,59,400
664,664,1237,Shredding Company,8,65536,0,210,326,0,False,False,False,0,0.6095238095,0,226,0,2,95,3,5
665,665,1238,True Liars,8,65536,0,79,280,0,False,False,False,0,1.6202531646,0,93,19,3,129,36,-1
666,666,1239,Viva Confetti,8,65536,0,8,33,0,False,False,False,0,12.8,0,10,0,0,18,0,-1
667,667,1240,Unreliable Message,8,65536,0,449,688,0,False,False,False,0,0.32,0,477,1,3,186,21,2
668,668,1241,Lagrange's Four-Square Theorem,8,65536,0,350,719,0,False,False,False,0,0.3657142857,0,454,102,67,70,26,9
669,669,1242,Area of Polygons,8,65536,0,56,184,0,False,False,False,0,2.2857142857,0,79,22,16,55,12,6
670,670,1243,Weather Forecast,8,65536,0,102,329,0,False,False,False,0,1.2549019608,0,121,41,33,114,20,5
671,671,1244,Molecular Formula,8,65536,0,185,310,0,False,False,False,0,0.6918918919,0,213,3,0,83,11,3
672,672,1245,Gap,8,65536,0,98,179,0,False,False,False,0,1.306122449,0,131,7,21,19,1,5
673,673,1246,Concert Hall Scheduling,8,65536,0,124,300,0,False,False,False,0,1.0322580645,0,164,10,21,77,28,410
674,674,1247,Monster Trap,8,65536,0,12,60,0,False,False,False,0,10.6666666667,0,26,1,3,20,6,6
675,675,1248,The Balance,8,65536,0,200,588,0,False,False,False,0,0.64,0,262,35,11,265,15,9
676,676,1249,Make a Sequence,8,65536,0,256,666,0,False,False,False,0,0.5,0,327,5,0,286,48,0
677,677,1250,Leaky Cryptography,8,65536,0,176,248,0,False,False,False,0,0.7272727273,0,200,3,0,35,10,9
678,678,1251,Pathological Paths,8,65536,0,105,273,0,False,False,False,0,1.2190476191,0,128,1,1,116,27,520
679,679,1252,Confusing Login Names,8,65536,0,69,283,0,False,False,False,0,1.8550724638,0,100,79,13,85,6,2
680,680,1253,Dice Puzzle,8,65536,0,74,114,0,False,False,False,0,1.7297297297,0,84,5,0,23,2,5
681,681,1254,Color the Map,8,65536,0,77,272,0,False,False,False,0,1.6623376623,0,99,34,0,99,39,6
682,682,1255,Inherit the Spheres,8,65536,0,26,53,0,False,False,False,0,4.9230769231,0,29,1,0,22,1,6
683,683,1256,Crossing Prisms,8,65536,0,11,28,0,False,False,False,0,11.6363636364,0,16,0,0,11,1,7
684,684,1257,Sum of Consecutive prime Numbers,8,65536,0,287,578,0,False,False,False,0,0.4459930314,0,395,7,7,102,67,9
685,685,1258,Book Replacement,8,65536,0,70,151,0,False,False,False,0,1.8285714286,0,104,1,1,25,20,4
686,686,1259,Colored Cubes,8,65536,0,60,174,0,False,False,False,0,2.1333333333,0,96,38,1,24,15,5
687,687,1260,Organize Your Train,8,131072,0,29,167,0,False,False,False,0,4.4137931035,0,50,59,18,35,5,5
688,688,1261,Mobile Computing,8,65536,0,54,238,0,False,False,False,0,2.3703703704,0,91,17,9,115,6,7
689,689,1262,Atomic Car Race,8,65536,0,76,165,0,False,False,False,0,1.6842105263,0,111,14,1,26,13,10
690,690,1263,Network Mess,8,65536,0,34,105,0,False,False,False,0,3.7647058824,0,52,4,1,31,17,10
691,691,1264,Bingo,8,65536,0,14,77,0,False,False,False,0,9.1428571429,0,45,7,1,23,1,5
692,692,1265,Shy Polygons,8,65536,0,7,20,0,False,False,False,0,12.8,0,14,0,0,6,0,6
693,693,1266,How I Wonder What You Are!,8,65536,0,86,107,0,False,False,False,0,1.488372093,0,95,0,0,7,5,6
694,694,1267,How I Mathematician Wonder What You Are!,8,65536,0,69,176,0,False,False,False,0,1.8550724638,0,89,2,2,83,0,6
695,695,1268,Cubic Eight-Puzzle,8,65536,0,40,240,0,False,False,False,0,3.2,0,89,58,74,17,2,5
696,696,1269,Sum of Different Primes,8,65536,0,159,299,0,False,False,False,0,0.8050314465,0,198,13,31,40,17,9
697,697,1270,Manhattan Wiring,8,65536,0,18,106,0,False,False,False,0,7.1111111111,0,36,42,1,24,3,5
698,698,1271,Power Calculus,8,65536,0,45,117,0,False,False,False,0,2.8444444444,0,60,34,4,12,7,7
699,699,1272,Polygons on the Grid,8,65536,0,15,64,0,False,False,False,0,8.5333333333,0,34,23,1,6,0,6
700,700,1273,The Best Name for Your Baby,8,65536,0,7,58,0,False,False,False,0,12.8,0,11,12,0,32,3,450
701,701,1274,Enjoyable Commutation,8,65536,0,10,94,0,False,False,False,0,12.8,0,19,37,16,17,5,-1
702,702,1275,And Then There Was One,8,65536,0,402,832,0,False,False,False,0,0.32,0,522,174,7,79,50,9
703,703,1276,Prime Gap,8,65536,0,530,799,0,False,False,False,0,0.32,0,632,7,7,61,91,9
704,704,1277,Minimal Backgammon,8,65536,0,338,731,0,False,False,False,0,0.3786982249,0,455,8,0,234,34,310
705,705,1278,Lowest Pyramid,8,65536,0,18,176,0,False,False,False,0,7.1111111111,0,44,103,0,26,3,6
706,706,1279,Geometric Map,8,65536,0,60,189,0,False,False,False,0,2.1333333333,0,89,1,6,82,11,6
707,707,1280,Slim Span,8,65536,0,231,522,0,False,False,False,0,0.5541125541,0,389,35,1,73,24,400
708,708,1281,The Morning after Halloween,8,65536,0,71,607,0,False,False,False,0,1.8028169014,0,130,209,110,103,55,5
709,709,1282,Bug Hunt,8,65536,0,143,319,0,False,False,False,0,0.8951048951,0,200,0,0,93,26,3
710,710,1283,Most Distant Point from the Sea,8,65536,0,117,348,0,False,False,False,0,1.094017094,0,193,30,0,117,8,6
711,711,1284,The Teacher's Side of Math,8,65536,0,30,71,0,False,False,False,0,4.2666666667,0,40,1,0,21,9,7
712,712,1285,Grey Area,8,65536,0,364,611,0,False,False,False,0,0.3516483516,0,408,3,1,166,33,0
